,Driver,Team,GrandPrix,Laps,Length,LapTime,Compound,AvgSpeed,MaxSpeed,QualiPos,RacePos,Track
0,0.0,0.0,0.0,0.2142857142857144,0.747556892466362,0.3726911013011154,0.0,0.8345079006757279,0.8895184135977338,0.1,0.0,0.5
1,0.05263157894736842,0.1111111111111111,0.0,0.2142857142857144,0.747556892466362,0.3670568076208178,0.0,0.8377242326810637,0.8923512747875354,0.05,0.0,0.5
2,0.10526315789473684,0.0,0.0,0.2142857142857144,0.747556892466362,0.3756098977695168,0.0,0.8320906472070693,0.8838526912181304,0.15000000000000002,0.0,0.5
3,0.15789473684210525,0.2222222222222222,0.0,0.2142857142857144,0.747556892466362,0.38124419144981414,0.0,0.828521918587969,0.8951841359773371,0.35000000000000003,0.0,0.5
4,0.21052631578947367,0.1111111111111111,0.0,0.2142857142857144,0.747556892466362,0.39119133364312275,1.0,0.8245322761994182,0.878186968838527,0.0,0.0,0.5
5,0.2631578947368421,0.3333333333333333,0.0,0.2142857142857144,0.747556892466362,0.3769458643122676,0.0,0.8308301219940125,0.8951841359773371,0.2,0.0,0.5
6,0.3157894736842105,0.2222222222222222,0.0,0.2142857142857144,0.747556892466362,0.3805616868029742,0.0,0.8285014012243598,0.8923512747875354,0.30000000000000004,0.0,0.5
7,0.3684210526315789,0.3333333333333333,0.0,0.2142857142857144,0.747556892466362,0.3847438429368031,0.0,0.8257907292137567,0.8895184135977338,0.4,0.0,0.5
8,0.42105263157894735,0.4444444444444444,0.0,0.2142857142857144,0.747556892466362,0.39909096189591087,1.0,0.8194339986938747,0.8980169971671389,0.65,0.0,0.5
9,0.47368421052631576,0.5555555555555556,0.0,0.2142857142857144,0.747556892466362,0.3903490938661711,0.0,0.822380187666919,0.8838526912181304,0.5,0.0,0.5
10,0.5263157894736842,0.6666666666666666,0.0,0.2142857142857144,0.747556892466362,0.3995992100371748,0.0,0.8170951583048347,0.9065155807365439,0.7000000000000001,1.0,0.5
11,0.5789473684210527,0.6666666666666666,0.0,0.2142857142857144,0.747556892466362,0.3919028810408922,0.0,0.821982227207338,0.9065155807365439,0.6000000000000001,1.0,0.5
12,0.631578947368421,0.7777777777777777,0.0,0.2142857142857144,0.747556892466362,0.4066565985130113,0.0,0.8150318058662183,0.9008498583569405,0.8,1.0,0.5
13,0.6842105263157894,0.8888888888888888,0.0,0.2142857142857144,0.747556892466362,0.4314300650557623,0.0,0.7976685770394297,0.886685552407932,0.75,1.0,0.5
14,0.7368421052631579,0.5555555555555556,0.0,0.2142857142857144,0.747556892466362,0.4114776951672863,0.0,0.8091518623191587,0.9008498583569405,1.0,1.0,0.5
15,0.7894736842105263,1.0,0.0,0.2142857142857144,0.747556892466362,0.4171845957249072,0.0,0.8096135651029894,0.8923512747875354,0.9,1.0,0.5
16,0.8421052631578947,0.4444444444444444,0.0,0.2142857142857144,0.747556892466362,0.3788481644981412,0.0,0.8314588834409399,0.9008498583569405,0.25,1.0,0.5
17,0.894736842105263,0.8888888888888888,0.0,0.2142857142857144,0.747556892466362,0.4097351301115244,0.0,0.811702997755581,0.9036827195467423,0.8500000000000001,1.0,0.5
